WorkerId,AssignmentId,BonusAmount,UniqueRequestToken,Reason
A2MJFI94ODF05B,3LRKMWOKBCTFM8A86R8MUWL4QDL2Z8,1,-72113577,Thank you for joining our study on 2024-04-25
APRZ7BR8C0ZMQ,3YW4XOSQKXXRBOY2H0908LWKJM81UY,1,-31870104,Thank you for joining our study on 2024-04-25
A19FWZXTGX663T,3R2UR8A0IHS4OKZYS7IY4O8WANYOXJ,11.81,2143402414,Thank you for joining our study on 2024-04-26
AK884VX5S74ZW,3EO896NRA37J6SZH7KPW7P64YOVTJZ,12.32,759642948,Thank you for joining our study on 2024-04-26
A3NMU6AVMQ0QDB,32XVDSJFP69FN1BPR2ISMUPV26T2M2,9.75,1057885738,Thank you for joining our study on 2024-04-26
A1BHINLXH3E2GJ,34V1S5K3GZDOYIBWPVQQ7L0NIBP69N,11.81,1015722818,Thank you for joining our study on 2024-04-26
A17C8CUROFU495,3TXD01ZLDBT83NVL4IS26J3NZ4H4UD,11.77,-995774922,Thank you for joining our study on 2024-04-26
A2S1BEE53WY5IX,3SLE99ER0UP9ALA4PK1XVPO8B3SBZ8,12.8,1130685617,Thank you for joining our study on 2024-04-26
A26LOVXF4QZZCO,3QILPRALQC7WRYYEJK6T90RYSWBN85,9.78,1602876389,Thank you for joining our study on 2024-04-26
A1OVOES6ZA3TC4,3X4JMASXCTLC804ELQO5PQLMS950BQ,1,-663313623,Thank you for joining our study on 2024-04-26
A34YDGVZKRJ0LZ,3PQMUDRV7YIX23Z0VQ5SHHPV9T9IIF,12.31,154469817,Thank you for joining our study on 2024-04-26
A3V2XCDF45VN9X,3NG53N1RL2VWUJARZZJLDPWTTXKP8K,12.8,-412459021,Thank you for joining our study on 2024-04-26
A1F1X57CUVKKLP,3TXD01ZLDBT83NVL4IS26J3NY34U4N,12.82,1863564201,Thank you for joining our study on 2024-04-26
A226EHLT7IIULM,3K9FOBBF2OVR65IXD9FXE5D4CSHNLQ,11.81,-1565201409,Thank you for joining our study on 2024-04-26
A1NXBW66PXIKZJ,32VNZTT0AEGGNV340OXX18G3RZ0R46,1,-751082199,Thank you for joining our study on 2024-04-26
A2A6FH0F7LD9ND,3WZ36BJEVASDO915JSCF91NRNTGTBP,11.27,-1020905154,Thank you for joining our study on 2024-04-26
AKHLWA2BGEC9L,336YQZE832Q7MYUC9LKQK1S7JPI5MJ,1,80296816,Thank you for joining our study on 2024-04-26
A18WSAKX5YN2FB,3R0T90IZ1ZOST975DS93L2EKFKVGCX,11.32,10335662,Thank you for joining our study on 2024-04-26
A3S67QA0SQVPUJ,3XXU1SWE8T77PQZMFCO9UF1GC4G0AJ,12.82,1429356523,Thank you for joining our study on 2024-04-26
A34O453D7VWWUK,3HMVI3QICQ48SXI7R16PB62XF8V1Y4,12.31,-1273516364,Thank you for joining our study on 2024-04-26
A1IU5OP7BBZHZ7,308Q0PEVBFP4R26XRWZF4OQSN1O9II,11.27,-2125993912,Thank you for joining our study on 2024-04-26
A2DP42MZNLMART,3WSELTNVRAE85ZWDDECJEQ3L41MTA0,11.27,1847519420,Thank you for joining our study on 2024-04-26
ACKG8OU1KHKO2,3U5NZHP4LYEPNUBK23DRQ2PSHC9PHB,12.8,-1603019456,Thank you for joining our study on 2024-04-26
A3B01L2TR8ZH4O,3EICBYG64B82KBX6LYU6IF60CZ5CJ5,1,1927518188,Thank you for joining our study on 2024-04-26
A1CJQPIKK52SHS,3YGXWBAF77TCHTELIR72CDHHVJ8C46,11.82,1669933326,Thank you for joining our study on 2024-04-26
A2OATZCX1YXE77,3KGTPGBS64XY09GY049ED46PHRDU23,1,-86777261,Thank you for joining our study on 2024-04-26
A3J0IAI8AJBGKX,3L4PIM1GQ0SWL2HOPVL4HXKAMECYR3,11.81,1984294874,Thank you for joining our study on 2024-04-26
A3LIFFLOK79ASD,3G2UL9A02KQKKZN3AYS6TP9HKVN76F,10.82,-252931977,Thank you for joining our study on 2024-04-26
A2LNFZIUT6J20L,3H7Z272LXEJR9QUATOSPIUIZKLXPL3,12.8,153266457,Thank you for joining our study on 2024-04-26
ARJ4XIRNZ1PV1,3LJ7UR74ROPV8XBC7HGGSOBTWYUN4V,11.32,421804940,Thank you for joining our study on 2024-04-26
ABBP9JASL9AGK,3J2UYBXQQSO62ONJPZ7XEAZUOEH06E,12.81,1258809574,Thank you for joining our study on 2024-04-26
AAWX7QFQUNM6D,3UN61F00H31YJE74ETG760MI2XV5R6,12.32,-940290756,Thank you for joining our study on 2024-04-26
A1KEA2Z47S3UPI,3OE22WJIGP0FSSIJ2FZF9M4T5IZUQ5,11.3,-1392388308,Thank you for joining our study on 2024-04-26
A2C5MTZPSG7GJ6,3RANCT1ZVMTSOMGUJX2PEX9UKS7BU4,11.32,-1900805680,Thank you for joining our study on 2024-04-26
A21DJDOTHDLWND,3GFK2QRXXGT3RAOQDNQDTZUYLVBW5S,12.8,-1292511872,Thank you for joining our study on 2024-04-26
AUIRZWDQI6HX0,3E337GFOLGKBKD4W2IIH1D8WHLONGY,11.31,-1928040052,Thank you for joining our study on 2024-04-26
A1X2J73SSA05TD,3WT783CTPITW2SZUX6HPKRNN1V4CBR,1,503939514,Thank you for joining our study on 2024-04-26
A18LFH7XW61JO9,33PPO7FEC2RGUSJE3C4HQK9IHB9DIQ,11.31,-1058409463,Thank you for joining our study on 2024-04-26
AKJN72HW14WTR,3IOEN3P9SEV69D81LIBXSFI4JNH615,1,2076849178,Thank you for joining our study on 2024-04-26
A2DCY0ANVT2BAW,3YDGXNSEO66A5QO81FRXARLY2SI84O,1,528353944,Thank you for joining our study on 2024-04-26
AOWI7X5AILAHM,37UQDCYH6475ZP24B60E5HPG6X8V7B,10.78,206343510,Thank you for joining our study on 2024-04-26
A1YCPB5INBVCGW,3J88R45B2NAM9KBZ77VDTODMKMIPXD,1,-1486313423,Thank you for joining our study on 2024-04-26
A2X81BPNQWSHR0,3BEFOD78WD5PQFQCVG1GF9MTMJD4MM,1,-1106496423,Thank you for joining our study on 2024-04-26
A2TTPULEGF8963,3J4Q2Z4UT5FSKW7OXFEGRAPPGG6QWK,1,-813815220,Thank you for joining our study on 2024-04-26
A11DLGQTOOSIWR,30JNVC0ORGWAN6CZ2GSGQ7F21B9HQT,9.77,-1817046382,Thank you for joining our study on 2024-04-26
A2WZTMXWD20NYE,33LK57MYL0H8R7R606NSLEY8E8NSZW,10.8,-79834460,Thank you for joining our study on 2024-04-26
A1ROEDVMTO9Y3X,36WLNQG786MBZQJ8TXNKAFNQMA9EBK,10.8,1879814723,Thank you for joining our study on 2024-04-26
A1P47Q6LZPLQ6P,3A4NIXBJ7DBLONXX180X1QO475ALMX,12.31,-491664519,Thank you for joining our study on 2024-04-26
A197CVGP5OG90I,34V1S5K3GZDOYIBWPVQQ7L0NH8269T,9.78,1441372879,Thank you for joining our study on 2024-04-26
A2H1RXUC8XNNIW,3RSDURM96HY7CYCJ3P14IQLR7ASEYI,11.3,-96736964,Thank you for joining our study on 2024-04-26
A1JRP31XJIU7NV,35GCEFQ6IC047Q6RARMRD6QWP7L3Z9,1,1604391211,Thank you for joining our study on 2024-04-26
A2RIXKCSRGBC4O,3PWWM24LHZA02C9LX189HCO0HVR28O,10.8,1619937628,Thank you for joining our study on 2024-04-26
A2QPMJ4GADLUW2,3NC5L260MVYNOY8DSDCCYH8P7XXFO9,1,-1479650585,Thank you for joining our study on 2024-04-26
A182N7RLXGSCZG,3PB5A5BD02IMHSC9MB1S5GM6FGWG7B,11.81,190675641,Thank you for joining our study on 2024-04-26
ARQR5NIFA1AJ,31HQ4X3T3ZMOMIA2L5WJDZNA1I8SLA,11.81,1344245953,Thank you for joining our study on 2024-04-26
A2IWGAADU93RNZ,37U1UTWH92YH6WQ6CRNAIKW8SH68RV,11.28,-526103445,Thank you for joining our study on 2024-04-26
AU5JP4ALJ9JA2,3UNH76FOCZH5OM4WKNPNVYQ0DJUMY1,1,-1456246924,Thank you for joining our study on 2024-04-26
A1IIVWXESFK4BA,3PH3VY7DJS91YO8FKBXTI31THKNZWH,11.78,-525286375,Thank you for joining our study on 2024-04-26
A1JT53BJT9J5HU,3PIWWX1FJQIPSP3CVQBS5JJV2AUJJO,11.3,-321324035,Thank you for joining our study on 2024-04-26
A2EI075XZT9Y2S,3NOKK93PR8K96TVS3OPABNTBQ6KEEH,1,-669377606,Thank you for joining our study on 2024-04-26
A2YEV7PXJ7IFTL,3MD9PLUKKPQBBUZ1SA66MKO2R69NZ3,9.78,1223741672,Thank you for joining our study on 2024-04-26
A2KMJE72HDDVGP,3EF8EXOTT87IX8N8515M1JN951N1J8,11.3,-1433668128,Thank you for joining our study on 2024-04-26
A2F0X4LN9N4O4C,39O5D9O8704RZXVHID2J28PBDVF3CZ,10.8,743684696,Thank you for joining our study on 2024-04-26
A2SMZFUQD0OCXS,31QTRG6Q20PB9P19C3HFC2KVRUNYPC,11.81,465089166,Thank you for joining our study on 2024-04-26
A1HMCTS0ZWDYSF,3II4UPYCOQJTBQ7XGK9QZM048UBQD9,10.28,1895107272,Thank you for joining our study on 2024-04-26
A2VV5VCLEUSS84,3HSYG7LRBQAFETFCVWBG7DJLTWZKK5,11.3,572556839,Thank you for joining our study on 2024-04-26
ACI8PUCF5OPDC,3IRIK4HM3HWQWGIZ1F0H9B1VV1V6CO,11.81,-1324046148,Thank you for joining our study on 2024-04-26
A13XXMDHOULEZ7,3SPJ033428FFNEYBHQCVF6YKNMRJYW,9.78,-160189654,Thank you for joining our study on 2024-04-26
A26QUOLUXNKP3U,3BXQMRHWK6AO7DKRAMSYSDKNP2UMU0,10.3,-1237149620,Thank you for joining our study on 2024-04-26
AIJPLVW0ULYTH,3ERET4BTVTLVXXWLRZKRH455KKH9KW,11.81,1314640357,Thank you for joining our study on 2024-04-26
A1NHFCWPAQNUT6,3OE22WJIGP0FSSIJ2FZF9M4SYPWQU3,9.78,-1666879591,Thank you for joining our study on 2024-04-26
A19L8SNH73AX1Z,3TY7ZAOG5MWD1388R31YOT4CFWLK0N,11.81,1974965268,Thank you for joining our study on 2024-04-26
A2NVO55DO76R80,3E7TUJ2EGJYNJRQBZIY4DRAFY53D9S,11.81,1501907018,Thank you for joining our study on 2024-04-26
A39C1BN9ZSQ0R2,3A1PQ49WVOTM62SIH121P67UT531HG,9.78,848072976,Thank you for joining our study on 2024-04-26
A2NGU1RDEBHAB9,38F5OAUN5UO0HO7K6HJAQGY7WMHH7X,11.81,40834085,Thank you for joining our study on 2024-04-26
A1KOG5Q6XX0DPU,31HQ4X3T3ZMOMIA2L5WJDZNAZO3SLF,1,-959960256,Thank you for joining our study on 2024-04-26
A1XQNSBDAOF66C,3ITXP059P3VIRSM2IKK6XKAIWHCJSJ,10.31,2004534363,Thank you for joining our study on 2024-04-26
A3639P754A4OTR,38SKSKU7R89ZS476GT259XHNR13LI5,11.33,399357098,Thank you for joining our study on 2024-04-26
AV7UX8QQXABSK,3PQMUDRV7YIX23Z0VQ5SHHPVASQIIV,9.82,-966916066,Thank you for joining our study on 2024-04-26
A19ED8FYO6CA36,3E47SOBEYX86P0D03G966ER0XNECIV,7.75,-1532348117,Thank you for joining our study on 2024-04-26
A8L94A9EF23BV,3634BBTX0V6DSCXAUIZ7EKC3UZ9FIA,9.82,1094623390,Thank you for joining our study on 2024-04-26
A1NMCSVPHOTPYG,3VAR3R6G1WDE9JYQKZ66OPR3J308OK,9.77,608308458,Thank you for joining our study on 2024-04-26
A1QC1K71RGKZBI,384PI804XZDBPMLGWCA0FFVMXSSS0B,10.31,-1818054975,Thank you for joining our study on 2024-04-26
A30X66H0RILXAH,3SKRO2GZ783D8STQNM5Y2YNNVI61KN,11.8,986203884,Thank you for joining our study on 2024-04-26
APDDA1Y59RHV9,3QFUFYSY95RJK5YV9TX3KJ2KOGLF45,11.83,-1946731817,Thank you for joining our study on 2024-04-26
A2NKW6JBEM4LL4,3RGU30DZTHKFTX9XYNOKLBBC3CRJM7,11.82,1974120077,Thank you for joining our study on 2024-04-26
A1XSX19SIQ9U4W,30JNVC0ORGWAN6CZ2GSGQ7F20JLHQK,1,149205445,Thank you for joining our study on 2024-04-26
A55CXM7QR7R0N,37W3JXSD6DK1TYYAOPVA4WSREHRWYG,1,1938834682,Thank you for joining our study on 2024-04-26
A1DW9207C44SRI,3T111IHZ5L2HK19GHJTOIGRJDQMR98,1,719578826,Thank you for joining our study on 2024-04-26
A5P12YJP805RG,3STRJBFXO33EHC5ZP5P8846HANATKU,12.33,-992301136,Thank you for joining our study on 2024-04-26
A3EL0EEIRKNWZW,3DYGAII7PSK20NANLT0LZGHTKT4QP7,1,-634346991,Thank you for joining our study on 2024-04-26
A230VUDYOCRZ4N,3YT88D1N0FA9IV75AQJHQR2JFNPK3T,11.33,-1417364072,Thank you for joining our study on 2024-04-26
A103A7PRZURWVQ,3C6FJU71TX5O1U95TPG9M87UQ92YUI,10.82,-1762791546,Thank you for joining our study on 2024-04-26
A1L0HUVG03XYZF,3E13VNJ1NU7M2X32NJKMPI8A3YL1IK,12.3,26388738,Thank you for joining our study on 2024-04-26
A13WTEQ06V3B6D,3BDCF01OG46LI4MBKBO8VLBBIRTLYI,11.8,-1624002559,Thank you for joining our study on 2024-04-26
A2APG8MSLJ6G2K,3MMN5BL1W6G48J78V2WX54UN7KZM32,1,55810495,Thank you for joining our study on 2024-04-26
AWKP0M7G5BBCC,3BQU611VFWWBG1DUN2T2RVRPAIH99Z,11.8,916290509,Thank you for joining our study on 2024-04-26
A376DD71XY793G,3OB0CAO74O1JW83LTQ9A3TI47BWYH8,1,624518274,Thank you for joining our study on 2024-04-26
A1BGTK6S3VVX34,3M23Y66PO9J63X7VY1QHOG5D6BXS6N,1,2137669039,Thank you for joining our study on 2024-04-26
A3OV174HQJIJK8,3EICBYG64B82KBX6LYU6IF60FDPCJK,9.82,-2006152230,Thank you for joining our study on 2024-04-26
A110BZSDZN7E16,39DD6S19JWN7HOMOZB3NWXUTFTKEZD,1,-462482049,Thank you for joining our study on 2024-04-26
A1AG7F4Z1EOO5L,3FTOP5WARM0IQJ2Q9I1MNE4Z3XA0JC,12.3,-1330336586,Thank you for joining our study on 2024-04-26
A1DLN7K24ZYCV,35USIKEBNYS9NKFQQ59VPMV7N78N6J,9.75,816248062,Thank you for joining our study on 2024-04-26
A2V66KLFVJTLKC,30ZX6P7VFF7PMT54O55062XEX6BJ2F,10.82,-1957821404,Thank you for joining our study on 2024-04-26
AXY0D2AMLKE2A,3TXMY6UCAL0J6Y1JGOEFFGIMMEDCQC,12.33,-1986931251,Thank you for joining our study on 2024-04-26
A3QXY8LOG924BF,3L70J4KAZNY1OA0GROC49MLZ1FYDA1,10.33,137955827,Thank you for joining our study on 2024-04-26
A36N9D8OG0VZG9,3RJSC4XJ176AJKN5KGXSM4LUI8Z500,10.31,647521067,Thank you for joining our study on 2024-04-26
A263CRI673K4QG,358UUM7WR6FD6ILN2MV44K0DI9J7RF,10.8,-1441613147,Thank you for joining our study on 2024-04-26
A8GD33ZJ1SAA5,3U088ZLJVR54W32PGHK1C4Y73C40WS,9.76,1293450159,Thank you for joining our study on 2024-04-26
A1HHHBSSB6XV6H,320DUZ38GEYF1NDBNKQP86RF8RMGJ6,1,1654625806,Thank you for joining our study on 2024-04-26
A36ADZHZFFDEQA,3BDCF01OG46LI4MBKBO8VLBBHN5LYL,9.79,629572726,Thank you for joining our study on 2024-04-26
A35AW01EIPS2VV,33IZTU6J88DJMCRRZOZ7OTIX8E0SXO,10.27,472922737,Thank you for joining our study on 2024-04-26
A13QVU42ENEOA5,3M0NZ3JDP8A7L5TVOAAKS3OG0HQ5Z4,9.75,-1617636526,Thank you for joining our study on 2024-04-26
A1GJA1FJ8H3ZOV,3E7TUJ2EGJYNJRQBZIY4DRAFYTLD9M,11.3,649745317,Thank you for joining our study on 2024-04-26
A2VNR6984SDFGQ,3WRFBPLXRH0AQ1S873BXIJJNC4G3NE,11.79,-591138633,Thank you for joining our study on 2024-04-26
A1QSUIQRZFQ85E,3ZY8KE4ISQFF577J759K586B93JQVH,12.31,-1057731094,Thank you for joining our study on 2024-04-26
A2SZ4P2H1E6FYD,3YZ8UPK3V0YBYR80XXYKPHFBOSDCUW,9.79,-894855527,Thank you for joining our study on 2024-04-26
A2OLSZ6DD9I239,3K5TEWLKG2N2O9J0UX4BW6FPJIDIVW,10.81,340852327,Thank you for joining our study on 2024-04-26
A1UOIJJQTPB7M5,3R3YRB5GRMFN5CB2DJ2TJMPNP53UAK,9.76,-1335636053,Thank you for joining our study on 2024-04-26
A1V9MN88VQ1LEB,34YB12FSQ5052VJWQH3HOYJW9XQMGA,10.79,-1103539385,Thank you for joining our study on 2024-04-26
AS1KP4SMNONQC,3LWJHTCVCJYQ9ALT7Q4GNM3PH9VQFP,10.76,1357271925,Thank you for joining our study on 2024-04-26
A27HVVLSZZ13XK,3CN4LGXD540PKWFQEJPR9490R2WY4P,11.28,-990653890,Thank you for joining our study on 2024-04-26
A3FNC8ELMK8YJA,3BXQMRHWK6AO7DKRAMSYSDKNH7PMUX,10.27,-137350164,Thank you for joining our study on 2024-04-26
A12NO2MNOIREXA,39OWYR0EPR3ZICCFY0LA086RGV3FYY,1,1743565158,Thank you for joining our study on 2024-04-26
AZZA3J049G7R5,33C7UALJVSATDRRPEX8VCTEVQX618G,9.76,-1432150639,Thank you for joining our study on 2024-04-26
A2NI22SB1OFE1S,39GAF6DQWYCRO3N2MQJ547Y30N61V3,11.29,1477375098,Thank you for joining our study on 2024-04-26
A2TG7EEQ2XG2IK,3EA3QWIZ4P7NBHFBP24WVOR4K18ITX,11.29,-1844137391,Thank you for joining our study on 2024-04-26
A3LN3LPE3IEXW8,30LB5CDZNJM8QY7UR448B8SPJOZZ0R,1,-1809802100,Thank you for joining our study on 2024-04-26
A2YTQDLACTLIBA,39K0FND3AOR4S46T4HB7SC8TCAIMAK,10.79,-1810693887,Thank you for joining our study on 2024-04-26
A28RR7H7BMA8IW,3IAEQB9FMLWYVN3JST8WRBIQ22UWD5,11.8,1703278511,Thank you for joining our study on 2024-04-26
A165PLFK2XUAB2,33FBRBDW6VBD0U1NUUXFTPXMR668C7,11.3,-2040249774,Thank you for joining our study on 2024-04-26
A269TVCCFVKJYN,3V5Q80FXI43E1F3FLKDDQVGPYPT23J,11.28,-1157413350,Thank you for joining our study on 2024-04-26
A3UWLREHFF4ZJ9,3C2NJ6JBKHTL5JWP33XSZ9EV8YWN2L,11.29,-1897550254,Thank you for joining our study on 2024-04-26
A1QEQ64E22TNUZ,3CFVK00FWSXJZKC5ESTGCURIJGQL66,11.29,-1306857287,Thank you for joining our study on 2024-04-26
A3L0DCUXI7X3A9,33IZTU6J88DJMCRRZOZ7OTIXAXIXSF,9.76,2062168441,Thank you for joining our study on 2024-04-26
A2G7N0X0PNX0EE,33OOO72IVOXWYETBXS8AKLT9CAKCTI,9.79,-1521073615,Thank you for joining our study on 2024-04-26
A1WYDO7PQJ8UG,3ZV9H2YQQKJ0DV1MZ42KE2WEAFG3W4,9.79,-204933,Thank you for joining our study on 2024-04-26
A2D7IGYPUP48R7,39DD6S19JWN7HOMOZB3NWXUTI4YEZG,11.28,1608747485,Thank you for joining our study on 2024-04-26
A3E159NSD6WYR5,3E1QT0TDFWL4DXNNM4T14SVH8JE8IH,11.79,1915467358,Thank you for joining our study on 2024-04-26
A1XAOEDK0Y2KBT,3QILPRALQC7WRYYEJK6T90RYSAF8NM,9.79,492267274,Thank you for joining our study on 2024-04-26
A2XVL0RNQMWI17,37M28K1J0XPERW081KYFCKGC980AJ2,1,2019702179,Thank you for joining our study on 2024-04-26
A3KD6OOML0Y916,3HMVI3QICQ48SXI7R16PB62XFDPY15,9.77,-1327145653,Thank you for joining our study on 2024-04-26
A3EDFA8UQT5GG8,3OVHNO1VEDD2PI8O3GS3QFC8ABLZDQ,11.79,-1974404337,Thank you for joining our study on 2024-04-26
A3B6TQSAA8YQ9T,3TR2532VIW6D4UO5B7H3WFEQDPVJ66,1,-1698603301,Thank you for joining our study on 2024-04-26
A2S64AUN7JI7ZS,3Z7EFSHGNGQ3FV2V22979OEFL1RXCR,11.8,1850682708,Thank you for joining our study on 2024-04-26
A17FGZ1I5P9RZA,3VSOLARPKILP1ZOE6TSS0IO38GZ93O,12.31,-821016923,Thank you for joining our study on 2024-04-26
A1BSVEBYDZ0AAU,39U1BHVTDS38LEXS4ZX9RIPF1Y33T4,9.78,1749969314,Thank you for joining our study on 2024-04-26
A347XXV5JH19PB,33PPUNGG3FHWQSRTLHNNV4TCSFCRZX,10.33,-308499156,Thank you for joining our study on 2024-04-26
A2VN8Q8X7WWIM,3NPI0JQDAVHFS32F2XUG4LSG6OXTPW,11.81,12992473,Thank you for joining our study on 2024-04-26
A1PHDT66U6IK4Q,3BEFOD78WD5PQFQCVG1GF9MTLKDM45,11.78,-1454850504,Thank you for joining our study on 2024-04-26
A2ULC7PIEJ6PU9,333U7HK6IGRCP33KLUPH2LOIU3QDJK,12.79,1785385624,Thank you for joining our study on 2024-04-26
A8TOXZCLDP72G,3YZ8UPK3V0YBYR80XXYKPHFBQJYUCJ,12.29,-194260349,Thank you for joining our study on 2024-04-26
A2MWAXV1YRK5GH,3WLEIWSYHVTTVNAE052FUPHZKGO2HE,11.81,-1699419279,Thank you for joining our study on 2024-04-26
AL7UTA8J27TFK,3A7Y0R2P2V0QN981CUQTWSRAAGKXJE,10.33,271934764,Thank you for joining our study on 2024-04-26
A3G5OWGKHW6OL5,3Z2R0DQ0JOQHBDJCA4U99MKMSWB2E5,9.8,-394693475,Thank you for joining our study on 2024-04-26
A2HHA9EDBXOU7P,3H7Z272LXEJR9QUATOSPIUIZC35LPZ,11.3,-1568267619,Thank you for joining our study on 2024-04-26
A2IFHU3P1MF54K,3IXQG4FA20AU4USRLM7YI1MFV6JB9J,12.31,-544676326,Thank you for joining our study on 2024-04-26
AMA18W8F60Y2J,3DIP6YHAPJ4SXSL1QL3AJDXPER38E4,12.29,1643280014,Thank you for joining our study on 2024-04-26
ALDQRWYZ8KQ9A,3H8DHMCCWGN70N923FPT30OV88SKDN,12.31,-477727352,Thank you for joining our study on 2024-04-26
