WorkerId,AssignmentId,BonusAmount,UniqueRequestToken,Reason
A2R9OK4M877ZCC,3ZSANO2JCMJ2MQ06ZUTLIMIQ263FSB,2.98,-1192291053,Thank you for joining our study on 2024-04-19
A2O8I5KDFW41DO,388U7OUMFEDZO7L3HNAVP5QQAVBR0X,4.06,-1506763172,Thank you for joining our study on 2024-04-19
A1WH32GYQOHIRQ,34MAJL3QPBZO4TI2PYW1JADNLTD34N,5.34,-1291528684,Thank you for joining our study on 2024-04-19
AZNIEFUIVB2H0,3TU5ZICBRKDHUVB6ZCYADUM3X7MQ8J,4.02,10136105,Thank you for joining our study on 2024-04-19
A2NWYNPHGVUYON,3QEMNNSB24BJ582IKL0KZVJ98NFD71,1.32,2133664733,Thank you for joining our study on 2024-04-19
A3169N2SCN3ENK,31QTRG6Q20PB9P19C3HFC2KVLL4YP5,1,523768491,Thank you for joining our study on 2024-04-19
A2VNR6984SDFGQ,3WRFBPLXRH0AQ1S873BXIJJNC4G3NE,3.21,-591138661,Thank you for joining our study on 2024-04-19
A3914P24XPNPY3,3Q5C1WP23TDAQ98NGZ1S0944LEP159,1,925143872,Thank you for joining our study on 2024-04-19
A230VUDYOCRZ4N,3YT88D1N0FA9IV75AQJHQR2JFNPK3T,3.43,-1417364100,Thank you for joining our study on 2024-04-19
A34O453D7VWWUK,3HMVI3QICQ48SXI7R16PB62XF8V1Y4,3.33,-1273516392,Thank you for joining our study on 2024-04-19
A1IXQS0AB02CPA,3DI28L7YXHQAMS1GR0UV43AHXW4E1G,0.97,-821911258,Thank you for joining our study on 2024-04-19
ACKG8OU1KHKO2,3U5NZHP4LYEPNUBK23DRQ2PSHC9PHB,3.13,-1603019484,Thank you for joining our study on 2024-04-19
A4D99Y82KOLC8,3EJJQNKU9YHAZ7RZFVHGVXP70U5HRL,1,1236202815,Thank you for joining our study on 2024-04-19
A2F0X4LN9N4O4C,39O5D9O8704RZXVHID2J28PBDVF3CZ,3.56,743684668,Thank you for joining our study on 2024-04-19
A8ZUM922CBH6S,3PZDLQMM00X2EFZYEDOEJYKJ8TS2CP,1,-1773215924,Thank you for joining our study on 2024-04-19
A16J2CW30USNJI,3Z7EFSHGNGQ3FV2V22979OEFHYDCXI,5.3,-835943180,Thank you for joining our study on 2024-04-19
A14BSOU2Y5JNT0,3OVHNO1VEDD2PI8O3GS3QFC8B9QZDS,2.76,243781143,Thank you for joining our study on 2024-04-19
ABBP9JASL9AGK,3J2UYBXQQSO62ONJPZ7XEAZUOEH06E,5.55,1258809546,Thank you for joining our study on 2024-04-19
A2ZBYVQLDUZOV7,3UN61F00H31YJE74ETG760MI2YRR5Q,5.41,-1791314468,Thank you for joining our study on 2024-04-19
A3QXY8LOG924BF,3L70J4KAZNY1OA0GROC49MLZ1FYDA1,3.18,137955799,Thank you for joining our study on 2024-04-19
A3EDFA8UQT5GG8,3OVHNO1VEDD2PI8O3GS3QFC8ABLZDQ,4.85,-1974404365,Thank you for joining our study on 2024-04-19
A2D74QPANDB2I7,3GM6G9ZBKU997052AH2ONHYL167MTO,1.85,2026791690,Thank you for joining our study on 2024-04-19
A1BSVEBYDZ0AAU,39U1BHVTDS38LEXS4ZX9RIPF1Y33T4,7.02,1749969286,Thank you for joining our study on 2024-04-19
A152S7LOEE5B38,3SKRO2GZ783D8STQNM5Y2YNMKT8K1H,7.81,-2045425814,Thank you for joining our study on 2024-04-19
ALDQRWYZ8KQ9A,3H8DHMCCWGN70N923FPT30OV88SKDN,7.53,-477727380,Thank you for joining our study on 2024-04-19
A1G5EPLJEGL381,323Q6SJS8PSDWHMQO0HME8BOQLLHF4,7.36,1149081101,Thank you for joining our study on 2024-04-19
A2A4EX36X0JB4R,3NJM2BJS43IY6M04GBZQFBSCIA2PCU,7.9,1079191276,Thank you for joining our study on 2024-04-19
A2S00V7RUU121E,3B837J3LDV8ZPG5FQPTFZBW98YDRSS,8.53,71130792,Thank you for joining our study on 2024-04-19
A269TVCCFVKJYN,3V5Q80FXI43E1F3FLKDDQVGPYPT23J,8.08,-1157413378,Thank you for joining our study on 2024-04-19
A2G7N0X0PNX0EE,33OOO72IVOXWYETBXS8AKLT9CAKCTI,8.01,-1521073643,Thank you for joining our study on 2024-04-19
A2F1AA15HG0FRU,31Z0PCVWURRQMXYF6B0Z4Z1V7UCT7B,7.64,-530000228,Thank you for joining our study on 2024-04-19
A1KOG5Q6XX0DPU,31HQ4X3T3ZMOMIA2L5WJDZNAZO3SLF,7.24,-959960284,Thank you for joining our study on 2024-04-19
A1NCWY01WAAP2K,3QAVNHZ3ETGKMMO845ASSZT4DTMLAO,3.03,-653662146,Thank you for joining our study on 2024-04-19
A1XCZSIB9QLS14,3SBEHTYCWUFJS3E5Z8RV35JJZ4OIYM,3.11,-973237197,Thank you for joining our study on 2024-04-19
A29RE9JIAPNUWU,3TVSS0C0E8C5CCZGEJ8BWF0CWTBTWF,2.28,1791896181,Thank you for joining our study on 2024-04-19
A37DZ189TLKB9O,3483FV8BELVDYYQX4MBBXYS9ERV62L,2.1,2128686560,Thank you for joining our study on 2024-04-19
AHPOOKYE7V04D,37XITHEIS3LJIZGJT33FK6SRL7FCRU,3.33,1707457303,Thank you for joining our study on 2024-04-19
A2YTQDLACTLIBA,39K0FND3AOR4S46T4HB7SC8TCAIMAK,4.03,-1810693915,Thank you for joining our study on 2024-04-19
AIW4MOSSRNAWC,31LM9EDVOS4LBFUXAO3KYQ0CBFMJNL,3.38,486413198,Thank you for joining our study on 2024-04-19
A2H1QUGX0SOUMH,3KIBXJ1WDC6Y4K0RTO39EU0UERXKOU,2.87,-666175625,Thank you for joining our study on 2024-04-19
A2YX1MDCQ03AFX,3X4MXAO0BN0SWXMOAU3GW0ZUC7XRWL,1,-1565038930,Thank you for joining our study on 2024-04-19
A3FFNEVX22KPZH,3ZPPDN2SL28SBX4BVD9OJ9S0ZUA9EE,1,-1531613598,Thank you for joining our study on 2024-04-19
A3A6S8QVK60XFV,3OSWBBLG1L9DKN892Y4ITUWX5VTXD4,1,-885973032,Thank you for joining our study on 2024-04-19
A2V4DP31BEVABF,3P59JYT76SWJ0W190ZJ488KNVAZT2V,1,1465451365,Thank you for joining our study on 2024-04-20
A3JN18TC8GL3IH,392CY0QWG833UW0LA13ONGFCE90I4Y,1,-995208741,Thank you for joining our study on 2024-04-20
A1J7BOL7SR48DV,3NXNZ5RS1H972IP185VIDZ0JCJR970,1,-52643730,Thank you for joining our study on 2024-04-19
A13CD6VO243FE4,3MMN5BL1W6G48J78V2WX54UOJFU3MI,6,645458377,Thank you for joining our study on 2024-04-20
A255TQAF514QL6,30BUDKLTXK79AA2ZSNW77TNYD3ME5X,6,-1042061936,Thank you for joining our study on 2024-04-20
A1PTX4IB9R34LI,3Q5ZZ9ZEVVRS19S8FKA7FJRC1J6588,1,1299902522,Thank you for joining our study on 2024-04-20
A1IIF95II8FISQ,31JLPPHS216S8MSK8IBAX8JS2H13OF,1,-2003767839,Thank you for joining our study on 2024-04-20
A2DLH5XGBNYXWS,3EKVH9QME5GCJ75CE9JP3421SQHD26,1,1704469462,Thank you for joining our study on 2024-04-20
A2RCYLKY072XXO,3DIP6YHAPJ4SXSL1QL3AJDXPE0H8E0,1,1989443649,Thank you for joining our study on 2024-04-20
A0803926V8JYOTXBYT4T,386PBUZZXM9VNFRCYBN5LYWN34VLJV,1,-1743800954,Thank you for joining our study on 2024-04-20
A3G5OWGKHW6OL5,3Z2R0DQ0JOQHBDJCA4U99MKMSWB2E5,6,-394693481,Thank you for joining our study on 2024-04-20
A16Q3MHTM4E825,3M23Y66PO9J63X7VY1QHOG5D9RZS6O,1,-677049112,Thank you for joining our study on 2024-04-20
A6JKKANO7F4KD,392CY0QWG833UW0LA13ONGFC6PJI45,6,-1173009781,Thank you for joining our study on 2024-04-20
ANVLT6GSNXYIO,39PAAFCODTCSXNZBO93FADHYRUKVT4,1,2063683454,Thank you for joining our study on 2024-04-20
A35MQUGC3B5Q7Y,3FTYUGLFS1X4I4OZWSLN1B5D9ZG5D2,6,1399236817,Thank you for joining our study on 2024-04-20
A9R9MKAO0MCHP,3IHR8NYAMEDVBINPNWT8WDGONNG4P4,1,866861949,Thank you for joining our study on 2024-04-20
A1IIVWXESFK4BA,3PH3VY7DJS91YO8FKBXTI31THKNZWH,1,-525286381,Thank you for joining our study on 2024-04-20
A2GU626VQD0OJ9,35GCEFQ6IC047Q6RARMRD6QWQ0VZ32,1,438058582,Thank you for joining our study on 2024-04-20
A2CUV1C52AWOBP,38JBBYETQVMRERYZEIDX21HKGLJE4F,1,995301823,Thank you for joining our study on 2024-04-20
A1JT53BJT9J5HU,3PIWWX1FJQIPSP3CVQBS5JJV2AUJJO,1,-321324041,Thank you for joining our study on 2024-04-20
A2VGEE0ZIZ8CBQ,3SKEMFQBZAHVJSDBM7EDH8AUVDJK8V,6,818369521,Thank you for joining our study on 2024-04-20
A3KF6O09H04SP7,33IZTU6J88DJMCRRZOZ7OTIX9CTXSJ,1,-1908853673,Thank you for joining our study on 2024-04-20
A1NLP66FKHBS4V,3RWE2M8QWOME99TBOGTEGLLGH0DN08,6,-781073106,Thank you for joining our study on 2024-04-20
ASJC3FUNX995V,3H8DHMCCWGN70N923FPT30OVJEHDKS,6,-1328530180,Thank you for joining our study on 2024-04-20
AF5WVHE6JKYD9,3SNLUL3WOBZ41V26AARJS05YNETLUI,1,-1741466275,Thank you for joining our study on 2024-04-20
A15L7DBIL7TYTW,3DUZQ9U6ST0RINMWZ9YP08LCWMNVSP,6,1864656328,Thank you for joining our study on 2024-04-20
A26A4SN8CN0TTW,3TE3O85737K6KHOHWAE98TJ5HR42R7,1,729019217,Thank you for joining our study on 2024-04-20
A3639P754A4OTR,38SKSKU7R89ZS476GT259XHNR13LI5,7.5,399357094,Thank you for joining our study on 2024-04-22
A2PRF5G21RC5G3,3VNXK88KKJU9D8QXQ3YYJDGMZQAV95,7,-1869361848,Thank you for joining our study on 2024-04-22
AT6LDQNLKTUSE,3TAYZSBPLSKILWOUBZEEY3O1Y5J2SA,1,-116073178,Thank you for joining our study on 2024-04-22
A2VE5IV9OD2SK1,3BF51CHDT2MMZD70LIY1B1OKNM90H5,8.5,262735535,Thank you for joining our study on 2024-04-22
A1OVOES6ZA3TC4,3X4JMASXCTLC804ELQO5PQLMS950BQ,8,-663313627,Thank you for joining our study on 2024-04-22
A2CWJRAEFZ44HU,37Z929RLGGKC5VI7UEYAZQXRU01TSU,7,1093791470,Thank you for joining our study on 2024-04-22
ASVRLMDNQBUD9,35L9RVQFCVU2FZJGJPCL08CR376HUA,1,-1840936484,Thank you for joining our study on 2024-04-22
A3N5R9VO7TPBZO,3EA3QWIZ4P7NBHFBP24WVOR4K6AIT9,6,2113172249,Thank you for joining our study on 2024-04-22
AL7UTA8J27TFK,3A7Y0R2P2V0QN981CUQTWSRAAGKXJE,7,271934760,Thank you for joining our study on 2024-04-22
A143XRCI1YXAFE,3LJ7UR74ROPV8XBC7HGGSOBTQ4HN4O,5.75,1144098235,Thank you for joining our study on 2024-04-22
A25R2OI9L2Q1OW,3PPTZCWALXWWERCT82YNQEJ7WA7ZQZ,8.5,-808578651,Thank you for joining our study on 2024-04-22
A2IWGAADU93RNZ,37U1UTWH92YH6WQ6CRNAIKW8SH68RV,8.5,-526103449,Thank you for joining our study on 2024-04-22
A1V9MN88VQ1LEB,34YB12FSQ5052VJWQH3HOYJW9XQMGA,8,-1103539389,Thank you for joining our study on 2024-04-22
A3TXYLDT7XE3U3,30JNVC0ORGWAN6CZ2GSGQ7F23OXQHI,1,-1388947870,Thank you for joining our study on 2024-04-22
A1Q8PPQQCWGY0D,3LKC68YZ3HFPZKU8I2MC25UP2A4WOP,7,-1613789107,Thank you for joining our study on 2024-04-22
ACI8PUCF5OPDC,3IRIK4HM3HWQWGIZ1F0H9B1VV1V6CO,8,-1324046152,Thank you for joining our study on 2024-04-22
A2LNFZIUT6J20L,3H7Z272LXEJR9QUATOSPIUIZKLXPL3,6,153266453,Thank you for joining our study on 2024-04-22
A13XXMDHOULEZ7,3SPJ033428FFNEYBHQCVF6YKNMRJYW,7,-160189658,Thank you for joining our study on 2024-04-22
AZ2HZXO2JMWPQ,3V5Q80FXI43E1F3FLKDDQVGP4HJ23Z,6,-923584767,Thank you for joining our study on 2024-04-22
A4EJNWLWAUTDU,39GAF6DQWYCRO3N2MQJ547Y37TIV1S,8,-403754879,Thank you for joining our study on 2024-04-22
A2H7MAB7MRH5VR,3AAJC4I4FN4FS48GDCEETD7LJBRJZX,6.5,-1018846797,Thank you for joining our study on 2024-04-22
A6717SDXOR1OP,3F0BG9B9MWZM3JX9GHNYCGTAI507YY,7,-1752889012,Thank you for joining our study on 2024-04-22
A3NMU6AVMQ0QDB,32XVDSJFP69FN1BPR2ISMUPV26T2M2,6.5,1057885734,Thank you for joining our study on 2024-04-22
A2QCQGZD7T1QNL,3WOKGM4L78SWRUTNPVTRVALL1I9O0P,1,1510209914,Thank you for joining our study on 2024-04-22
A1SCU62ZYI6HWW,3EQHHY4HQZ47UOYQYIMV7W8AQG8G5H,6,-1194665753,Thank you for joining our study on 2024-04-22
A37Y5CTJ8HCQER,3JMSRU9HQP6Q84HEYEEKBRHXPAHEVY,1,-86698177,Thank you for joining our study on 2024-04-22
A3Q6YRWUMALT6D,3J2UYBXQQSO62ONJPZ7XEAZUEE406R,1,-1223302444,Thank you for joining our study on 2024-04-22
A1YMF916E6DM6Z,3U0SRXB7CKH293DAITCT0HM3IKZRND,6.5,2073744790,Thank you for joining our study on 2024-04-22
A3169N2SCN3ENK,31QTRG6Q20PB9P19C3HFC2KVLL4YP5,6.5,523768515,Thank you for joining our study on 2024-04-22
A2H1RXUC8XNNIW,3RSDURM96HY7CYCJ3P14IQLR7ASEYI,11.5,-96736968,Thank you for joining our study on 2024-04-22
A10JXOU89D5RXR,30ZX6P7VFF7PMT54O55062XEXZJ2JS,12.5,1133926178,Thank you for joining our study on 2024-04-22
A3LVLZS8S41ZD7,3P4MQ7TPP4ODSN7OJ6LU97H5IT1BBH,7,-755300088,Thank you for joining our study on 2024-04-22
A25FH7PXC446RG,3WRFBPLXRH0AQ1S873BXIJJNAIS3NG,6,-164938787,Thank you for joining our study on 2024-04-22
A2RKUDGK5PQ44X,3UJ1CZ6IZO1AKT7HTIGCWARDAEG5SA,11.5,82057595,Thank you for joining our study on 2024-04-22
A1Q7VWUBIJOK17,3CPLWGV3MVBW53HOOCC79WM9FJJ9N7,1,1076750883,Thank you for joining our study on 2024-04-22
A2E746SZEOVYXS,374TNBHA8I7W912OCGW4C7A5RKNYQ0,1,414466960,Thank you for joining our study on 2024-04-22
A3O0QZQ4V2IXT7,3FPRZHYEP5JNY61H9UXOS0D0YD63VV,1,-894901303,Thank you for joining our study on 2024-04-22
A3FAQHVPI8OUP0,36H9ULYP6969NNHGC0K7QLR33L5FJ3,1,827125903,Thank you for joining our study on 2024-04-22
A3RH0FSJYQSFEZ,37ZHEEHM63YLNG0LRWU8MMXXHF973Q,6.5,-920274639,Thank you for joining our study on 2024-04-22
A3QJJR5Y3XE92N,384PI804XZDBPMLGWCA0FFVMZFNS0I,11,-609231480,Thank you for joining our study on 2024-04-22
A20PIEBHXCNSRP,340UGXU9D5D7X0E0OETPF930F03VUW,1,117517213,Thank you for joining our study on 2024-04-22
A3PGS1Q1XAY79I,3I0BTBYZA4X8L8XPVI2PX1JNNRRY0Z,10,420138170,Thank you for joining our study on 2024-04-22
A10JX6DEWFJ6Z,3RU7GD8VPV5ED3P0DXPQUGWU8Y6PSG,6,-1801159374,Thank you for joining our study on 2024-04-22
A1AIMKA54UBYIQ,3IX2EGZR7IV6QDMP3VK17A5MA75JRR,10,374141670,Thank you for joining our study on 2024-04-22
AUIRZWDQI6HX0,3E337GFOLGKBKD4W2IIH1D8WHLONGY,1,-1928040056,Thank you for joining our study on 2024-04-22
A18LFH7XW61JO9,33PPO7FEC2RGUSJE3C4HQK9IHB9DIQ,1,-1058409467,Thank you for joining our study on 2024-04-22
AM36K1JYK4SC1,3NAPMVF0Z3RW2Y42NWG33CS57O527C,8,-1851228176,Thank you for joining our study on 2024-04-22
AO1QGAUZ85T6L,386CSBG1O6YUQHSI6X1CTGQCS6IQ68,6.5,525468892,Thank you for joining our study on 2024-04-22
A30X66H0RILXAH,3SKRO2GZ783D8STQNM5Y2YNNVI61KN,6.5,986203880,Thank you for joining our study on 2024-04-22
A11DLGQTOOSIWR,30JNVC0ORGWAN6CZ2GSGQ7F21B9HQT,7,-1817046386,Thank you for joining our study on 2024-04-22
A347XXV5JH19PB,33PPUNGG3FHWQSRTLHNNV4TCSFCRZX,6,-308499160,Thank you for joining our study on 2024-04-22
A1W3FO0D77CF5T,3B2X28YI33R7MBQTNF4MYRVD5D1B6E,8.5,-1783656377,Thank you for joining our study on 2024-04-22
A1P47Q6LZPLQ6P,3A4NIXBJ7DBLONXX180X1QO475ALMX,7.5,-491664523,Thank you for joining our study on 2024-04-22
A24LUXW1DB1QI5,3QAVNHZ3ETGKMMO845ASSZT4DMKALX,6,-1804919188,Thank you for joining our study on 2024-04-22
A1TARNH07A75CG,3WEV0KO0OT45O6MA8OYVUMF5VRISD9,4,-714119703,Thank you for joining our study on 2024-04-22
A2WJMGV0HKQG3Z,3PJ71Z61RBETRWAZJPE9CP969VU19U,8.5,1919129748,Thank you for joining our study on 2024-04-22
A2RIXKCSRGBC4O,3PWWM24LHZA02C9LX189HCO0HVR28O,6,1619937624,Thank you for joining our study on 2024-04-22
AW3QNBWHGXVQK,3EJJQNKU9YHAZ7RZFVHGVXP7TLZHRQ,6.5,-1881685918,Thank you for joining our study on 2024-04-22
A2OVX9UW5WANQE,3Z7ISHFUH77Q8NCXM8HN4NY7Z7P8Z4,7,-892447078,Thank you for joining our study on 2024-04-22
A3GWRDHAURRNK6,31LVTDXBLEMCL3AP6GWENPIEAQ5LRA,6.5,458240749,Thank you for joining our study on 2024-04-22
AN45KLUESX3NY,3R08VXYT7J7IEE291G5ARJ8U7MV7W8,7,2118070806,Thank you for joining our study on 2024-04-22
A3NKNOE5HIXXL,3LRKMWOKBCTFM8A86R8MUWL4IQFZ2H,6.5,-809817817,Thank you for joining our study on 2024-04-22
A1OIIHLOC90XCH,3YJ6NA41JISLE06AQ3GC2F578KFJPM,6.25,-1802911221,Thank you for joining our study on 2024-04-22
A3CTXWISODY7D8,3KJYX6QCMGNYJK36CFPB87UPSJVVJI,6,-811249777,Thank you for joining our study on 2024-04-22
A2KMJE72HDDVGP,3EF8EXOTT87IX8N8515M1JN951N1J8,4,-1433668132,Thank you for joining our study on 2024-04-22
A1HW480XVGSVRI,3Q8GYXHFEWEUDCILWWQCH5NV0QR5CJ,6.5,832707634,Thank you for joining our study on 2024-04-22
A3DTPGXKABAFEJ,3TPWUS5F8GDOQVX5SXDL75088X9WCD,6.5,-1610845229,Thank you for joining our study on 2024-04-22
A2MX5YW3DSQ61W,3U5NZHP4LYEPNUBK23DRQ2PS2OUHPX,7.5,615157810,Thank you for joining our study on 2024-04-22
A2D7IGYPUP48R7,39DD6S19JWN7HOMOZB3NWXUTI4YEZG,7.5,1608747481,Thank you for joining our study on 2024-04-22
A13C8E3CBY2SPE,3CTOC39K3E2W8U2AUHMV2TEM9QZ7JU,8,1160053254,Thank you for joining our study on 2024-04-22
A1VT4HJ87R2IRL,3ZDAD0O1T8PK1C46OO4XYYEJ79JTX4,5.5,-1544941192,Thank you for joining our study on 2024-04-22
A2HYYV0L5HT1IF,323Q6SJS8PSDWHMQO0HME8BOTIJFHX,6.25,-397207388,Thank you for joining our study on 2024-04-22
A2NGU1RDEBHAB9,38F5OAUN5UO0HO7K6HJAQGY7WMHH7X,6,40834081,Thank you for joining our study on 2024-04-22
A88CZ5CYKL5BJ,3SPJ033428FFNEYBHQCVF6YJCFKJYY,6,-1165312827,Thank you for joining our study on 2024-04-22
A3L4JI1S352HB8,33C7UALJVSATDRRPEX8VCTEVQYW188,1,103740869,Thank you for joining our study on 2024-04-22
A87D3K9YVKTQ7,32UTUBMZ7N8S115UONCUAJBCN56VB2,5.75,-1775310619,Thank you for joining our study on 2024-04-22
AM7KUJM4MQOBM,39DD6S19JWN7HOMOZB3NWXUTE8VZE2,9.5,-75294378,Thank you for joining our study on 2024-04-22
A183WYXN12P2TJ,345LHZDED44NLRCH44NJWEBHLYCU3X,7.5,575512760,Thank you for joining our study on 2024-04-22
A3AFLE1W4L89MH,3D3VGR7TA7RV5ZK00ASER3OXIDV3RL,6,-234410426,Thank you for joining our study on 2024-04-22
APDDA1Y59RHV9,3QFUFYSY95RJK5YV9TX3KJ2KOGLF45,9,-1946731821,Thank you for joining our study on 2024-04-22
A36LH2DSKP8N7P,37XITHEIS3LJIZGJT33FK6SRJH2CRZ,9,1101440753,Thank you for joining our study on 2024-04-22
A8TOXZCLDP72G,3YZ8UPK3V0YBYR80XXYKPHFBQJYUCJ,7.25,-194260353,Thank you for joining our study on 2024-04-22
A36171S8CIWU3G,3EA3QWIZ4P7NBHFBP24WVOR4KFLTID,6,-1614061248,Thank you for joining our study on 2024-04-22
A7FBMFBMTWYBX,36U2A8VAG8BAYY4TZBC7GLYWRTAYKG,8.25,1205790194,Thank you for joining our study on 2024-04-22
A3F7L0TIE1QEWW,34YB12FSQ5052VJWQH3HOYJWBK1GMR,6.75,-1754606152,Thank you for joining our study on 2024-04-22
A37LZED187CKU3,345LHZDED44NLRCH44NJWEBHKV03UN,6.75,248049056,Thank you for joining our study on 2024-04-22
A2A6FH0F7LD9ND,3WZ36BJEVASDO915JSCF91NRNTGTBP,1,-1020905158,Thank you for joining our study on 2024-04-22
A2BWBN4FHN4OP8,3PB5A5BD02IMHSC9MB1S5GM6GUOG7W,6,-482085207,Thank you for joining our study on 2024-04-22
A3IQRBKS1DUJVZ,3P4RDNWNDCITXEJ6D8QSTI4VKGKIJR,6.75,-249298502,Thank you for joining our study on 2024-04-22
A2I4A4WGWII18Z,39ZSFO5CAF8Y65E67PF6CLS6G12UJO,1,-206154217,Thank you for joining our study on 2024-04-22
A2VX8B1CJXRN2,3TXD01ZLDBT83NVL4IS26J3NV754U3,1,-1706457387,Thank you for joining our study on 2024-04-22
A1OPV8D0GG5Z32,3Q5C1WP23TDAQ98NGZ1S0944RYW51U,8,-1772911649,Thank you for joining our study on 2024-04-22
A3IOAOY6RR12YN,3QILPRALQC7WRYYEJK6T90RYPTHN82,6,-303077067,Thank you for joining our study on 2024-04-22
A2A52EATFDQJ1P,3HUTX6F6V1Z3N4W14IX5EYE0ZXE2O7,6,1161695389,Thank you for joining our study on 2024-04-22
A3CWEIEY3TGJFX,3K5TEWLKG2N2O9J0UX4BW6FPESOIVM,6,517115504,Thank you for joining our study on 2024-04-22
A1V02JOX9YXKF6,3PJ71Z61RBETRWAZJPE9CP96DHN917,6,435584234,Thank you for joining our study on 2024-04-22
A3L2VS3998R77L,3TPWUS5F8GDOQVX5SXDL75088CMCW0,1,263953072,Thank you for joining our study on 2024-04-22
A2BGP3HWE4ZO30,352YTHGRO2P3Y1P14JL3N4EX4VDH4K,6,-337581435,Thank you for joining our study on 2024-04-22
ABKPEX0E9W2HW,32Z9ZLUT1SW72UZJN30C12K2JXMHON,6.5,687182865,Thank you for joining our study on 2024-04-22
A2GE2Z3GVODLOC,37TD41K0AOLVJEGW8S3KAGXN5NTCS3,9,50393596,Thank you for joining our study on 2024-04-22
A1M5C10QKVVFVO,3RANCT1ZVMTSOMGUJX2PEX9UJKEBUU,6,-1977424649,Thank you for joining our study on 2024-04-22
A2UD55WYGQHGAT,3MTMREQS42U0XG078JHU1AAKBS6WAS,9.5,2067305178,Thank you for joining our study on 2024-04-22
AIJPLVW0ULYTH,3ERET4BTVTLVXXWLRZKRH455KKH9KW,7,1314640353,Thank you for joining our study on 2024-04-22
A1KEA2Z47S3UPI,3OE22WJIGP0FSSIJ2FZF9M4T5IZUQ5,7.5,-1392388312,Thank you for joining our study on 2024-04-22
A1GRPIBHW72HDU,3PIWWX1FJQIPSP3CVQBS5JJV3PPJJE,6,-117032451,Thank you for joining our study on 2024-04-22
